uuid;name;id;pop_14_18;pop_18_25;pop_25_30;pop_30_50;pop_50_70;pop_70_90
091b8fd0-a5b1-4c59-acb2-40759e131801;Albacenter;3;11.35;0.94;14.3;33.72;21.02;18.66
69dda3aa-efa6-4149-9481-3e1260141dc2;Alegra - Parque Comercial y de Ocio;5;6.83;1.29;14.59;44.07;18.99;14.22
91e8cf7c-ece3-4e27-9eed-4a146790bbb7;Almazara Plaza;6;12.31;3.1;12.13;30.34;20.43;21.69
4916aafd-1c0b-4e27-b2b0-61f7755fb4f3;Arena Multiespacio;9;16.06;0.68;12.01;34.18;19.99;17.08
c61e2cc5-ff63-4fe8-aa4a-abf1b1d7be16;As Termas;10;12.07;1.42;11.67;29.25;25.74;19.85
f066cf28-e91c-4ce3-a0e9-e87370fd0445;Castellana 200;11;14.28;7.42;8.24;31.9;21.82;16.33
135cd769-31c8-4240-a5af-adf6a132aaec;Conquistadores;13;14.38;1.8;11.01;30.87;25.98;15.95
0c2639f4-bec1-428e-abad-c95a3a78de58;Coruña The Style Outlets;50;9.54;0.68;11.21;38.28;21.74;18.57
b3c672c8-277c-4dd2-8450-802c3daca800;El Arcángel;95;13.08;1.07;11.07;30.24;26.34;18.21
db21a149-6720-4f2d-8cd5-e40df385d04b;El Deleite;57;18.43;1.03;10.18;32.86;14.4;23.09
cbb1f955-6ce2-4dd7-8c26-4bb8d4085418;El Encinar;67;9.9;1.54;14.62;42.8;18.62;12.51
d6e10447-60ed-4a71-a658-ec05fbe6b017;El Parque de Ciudad Real;16;13.46;1.62;11.65;25.3;26.94;21.03
14d4d04b-c417-4149-8146-d791064f5a8f;El Paseo;17;9.09;0.84;11.89;35.49;19.86;22.83
c494f3fd-545f-43dd-90ac-f15444c92879;El Restón;44;2.67;0.68;13.8;50.82;16.09;15.94
7ff3cca7-ed09-4cf6-b3ab-66d27f30939c;El Rosal;18;13.34;1.41;8.99;19.7;36.08;20.48
51cdbe4b-9a08-41e3-9dff-4dce61719a8f;Espacio Coruña;19;9.59;0.51;12.46;36.66;20.93;19.85
1ae1ee31-2236-4b08-ac6d-da75d590ced2;Espacio León;20;10.83;0.51;10.74;27.81;28.26;21.85
44dfcbc9-7df0-4da0-9882-0b07e36ef9d4;FINESTRELLES SHOPPING CENTRE;58;17.22;2.12;12.51;34.53;17.15;16.48
6723e314-b093-4de2-bafa-1775196d1234;Getafe The Style Outlets;45;9.32;1.67;15.37;38.61;19.75;15.29
a9652ebd-80a7-4e3c-9c82-da5a33132fa2;Gran Plaza 2;25;10.38;1.13;12.64;41.94;19.47;14.45
4f86178d-a155-40d0-977b-657954882fed;Gran Vía 2;26;17.46;2.8;13.56;34.9;16.72;14.57
d44960b0-d717-4fa8-a81c-4d6285b8f6b4;Gran Vía de Vigo;27;11.99;0.32;10.84;32.73;23.63;20.49
b345570b-20c8-4b90-b0ed-9ddaabdec93e;GranCasa;24;12.52;1.24;8.41;33.86;23.89;20.07
bf207f85-1735-4979-85d2-289f183bf178;L'Illa Diagonal;2;16.26;4.77;10.93;31.74;19.7;16.61
b2fd26f7-6048-4f10-8eba-5f90879f470e;La Farga;29;18.06;1.35;12.9;34.23;15.34;18.13
b33e9212-926d-45da-9f83-683b27a904b6;Las Rozas The Style Outlets;46;10.06;1.75;11.75;38.46;21.11;16.87
27630773-db74-4220-a055-00237a25da71;Los Alcores;4;9.94;0.76;13.02;38.62;19.07;18.59
67c19fe9-6b90-440c-954c-d6f652cd122a;Luz de Castilla;31;10.14;2.1;8.32;23.08;22.68;33.69
9a893048-055e-43ae-b7ef-1c1165f64320;Madrid Sur;32;17.13;8.96;4.89;28.55;22.88;17.57
ae7e12dd-92d3-4d52-b6c2-fe9184bd8c34;Manoteras;33;8.21;2.11;12.84;36.96;21.55;18.33
39f7933c-5cbc-4d42-908e-6bd88c55c50c;Max Center;34;7.13;0.75;11.14;27.67;31.09;22.21
dcf50bbc-4e24-4495-b240-80a3497e99a4;Moda Shopping;35;15.49;8.93;8.78;30.93;20.87;15.0
d00339ba-c6d2-4830-acd1-b9cbe9b6be22;Nassica - Parque Comercial y de Ocio;60;8.85;1.66;15.73;39.34;19.51;14.91
e2aef294-794c-4674-9509-6c15225543af;Parque Corredor;101;13.74;0.86;14.52;38.4;18.14;14.33
2560337e-ad93-46bc-a944-73428173bc69;Plaza Loranca 2;63;14.04;0.58;13.22;34.47;24.34;13.35
fe152407-9e68-4ccb-8dcc-0032f6d68c1a;Plaza Mayor;40;12.76;1.53;14.27;36.12;21.65;13.67
a8d2120d-8649-4d03-97dc-e384b935406c;Plaza Moraleja;96;11.79;2.41;14.2;38.7;19.51;13.39
907fe0e5-f500-493f-92bd-3dfc70929688;Plaza Norte 2;41;12.03;1.63;15.36;40.55;17.7;12.74
a292aa57-8504-407d-96f2-783b80fdc527;Plaza Río 2;42;17.13;2.37;13.89;31.54;18.82;16.26
d96a47c5-f5e7-4a23-8d55-f9ff344613f6;Plaza de Aluche;38;14.91;1.23;12.06;31.71;18.13;21.97
ae2b6114-0ded-4bef-b0cb-3c94c6571797;Portal de la Marina;43;12.88;0.67;11.7;30.67;24.73;19.36
4173c481-8f24-413a-a53d-1432d966dddc;San Sebastián de los Reyes The Style Outlets;48;7.91;1.52;14.41;42.41;19.65;14.1
1ae5e620-424c-4dbe-8ec3-6dbd72584b9b;Valle Real;51;15.03;0.52;11.44;32.17;25.39;15.45
c42f0753-e80d-4354-abe3-9e7fe5dd7600;Zubiarte;54;11.43;0.52;11.46;21.31;33.83;21.44
d04597e6-51fd-457d-a302-12e381a71361;Ànecblau;7;12.43;1.04;13.52;41.5;16.15;15.36
c52d5f56-1f93-40dd-a167-d60d9a103807;Área Sur;55;14.32;1.42;13.31;29.83;23.82;17.29
